match_id,queue_id,queue_name,blue_win,red_win,game_duration,game_creation,patch_version,avg_blue_mmr,avg_red_mmr,mmr_difference,blue_mmr_std,red_mmr_std,avg_tier
NA1_5177973273,490,Quickplay (Normal),False,True,1548,1733800079831,"['14', '23']",,,,,,
NA1_5160659704,490,Quickplay (Normal),True,False,922,1732306679711,"['14', '23']",,,,,,
NA1_5040020416,490,Quickplay (Normal),True,False,1373,1721102874582,"['14', '13']",,,,,,
NA1_5076732337,490,Quickplay (Normal),False,True,1584,1722900392050,"['14', '15']",,,,,,
NA1_4875766119,490,Quickplay (Normal),False,True,2232,1703917448363,"['13', '24']",,,,,,
NA1_5022567608,490,Quickplay (Normal),True,False,1868,1718740123088,"['14', '12']",,,,,,
NA1_4909020020,490,Quickplay (Normal),False,True,2380,1706761950289,"['14', '2']",,,,,,
NA1_5149372216,490,Quickplay (Normal),False,True,1264,1731037066565,"['14', '22']",,,,,,
NA1_5046628843,490,Quickplay (Normal),True,False,2080,1721399676186,"['14', '14']",,,,,,
NA1_5095029389,490,Quickplay (Normal),False,True,2444,1724643773409,"['14', '16']",,,,,,
NA1_5121797173,490,Quickplay (Normal),True,False,1134,1727457739328,"['14', '19']",,,,,,
NA1_4892432086,490,Quickplay (Normal),False,True,1640,1705287540718,"['14', '1']",,,,,,
NA1_5082154133,490,Quickplay (Normal),False,True,2484,1723340926579,"['14', '15']",,,,,,
NA1_5160675972,490,Quickplay (Normal),True,False,1821,1732307816140,"['14', '23']",,,,,,
NA1_4999040965,490,Quickplay (Normal),True,False,2013,1715885368153,"['14', '10']",,,,,,
NA1_5129665851,490,Quickplay (Normal),False,True,1931,1728446544227,"['14', '19']",,,,,,
NA1_5162277864,490,Quickplay (Normal),True,False,964,1732423386259,"['14', '23']",,,,,,
NA1_5171931171,490,Quickplay (Normal),True,False,932,1733207542551,"['14', '23']",,,,,,
NA1_5067618389,490,Quickplay (Normal),False,True,1643,1722282951104,"['14', '14']",,,,,,
NA1_5142329837,490,Quickplay (Normal),True,False,1918,1730092523510,"['14', '21']",,,,,,
NA1_5041353629,490,Quickplay (Normal),False,True,2182,1721254098619,"['14', '14']",,,,,,
NA1_5161169087,490,Quickplay (Normal),False,True,1420,1732336160072,"['14', '23']",,,,,,
NA1_5099271902,490,Quickplay (Normal),False,True,1232,1725068331965,"['14', '17']",,,,,,
NA1_5180231198,490,Quickplay (Normal),False,True,1886,1734042832044,"['14', '24']",,,,,,
NA1_5121823076,490,Quickplay (Normal),False,True,1745,1727461273865,"['14', '19']",,,,,,
NA1_4909539338,490,Quickplay (Normal),False,True,1957,1706823721658,"['14', '2']",,,,,,
NA1_4912738188,490,Quickplay (Normal),False,True,1350,1707096268125,"['14', '2']",,,,,,
